epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
94,266290,0.88966,0.33764,0.9112,0.99784,0.99583,0.99478,0.70009,1.0973,0.39816,0.83899,0.006931,0.006931,0.006931
95,269126,0.89049,0.33548,0.91182,0.99783,0.99591,0.99478,0.70023,1.09726,0.39812,0.83898,0.006898,0.006898,0.006898
96,271977,0.88747,0.33382,0.91065,0.99779,0.9959,0.99478,0.70021,1.09722,0.39808,0.83897,0.006865,0.006865,0.006865
97,274807,0.88899,0.33604,0.91043,0.99779,0.99584,0.99478,0.70013,1.09716,0.39803,0.83895,0.006832,0.006832,0.006832
98,277655,0.89057,0.33563,0.91079,0.99773,0.99594,0.99478,0.70014,1.09713,0.39799,0.83894,0.006799,0.006799,0.006799
99,280486,0.89172,0.33662,0.91044,0.99773,0.99597,0.99478,0.70017,1.09709,0.39795,0.83893,0.006766,0.006766,0.006766
100,283297,0.88846,0.33414,0.90921,0.99768,0.99598,0.99478,0.70025,1.09709,0.39793,0.83892,0.006733,0.006733,0.006733
101,286161,0.88685,0.33485,0.91085,0.99767,0.99602,0.99478,0.70035,1.09705,0.39784,0.8389,0.0067,0.0067,0.0067
102,288985,0.88865,0.33511,0.91086,0.99779,0.9959,0.99478,0.70043,1.09706,0.39776,0.8389,0.006667,0.006667,0.006667
103,291802,0.88838,0.33483,0.90917,0.99776,0.99597,0.99478,0.70038,1.09707,0.3977,0.8389,0.006634,0.006634,0.006634
104,294635,0.88843,0.33682,0.91046,0.99778,0.99597,0.99478,0.70045,1.09702,0.39764,0.83889,0.006601,0.006601,0.006601
105,297459,0.88547,0.33344,0.90992,0.99784,0.99597,0.99479,0.70049,1.097,0.39758,0.83888,0.006568,0.006568,0.006568
106,300316,0.88504,0.33465,0.9093,0.99784,0.99587,0.99479,0.70048,1.09696,0.39753,0.83887,0.006535,0.006535,0.006535
107,303146,0.88544,0.33372,0.91028,0.9979,0.99585,0.99479,0.70052,1.09697,0.39747,0.83886,0.006502,0.006502,0.006502
108,305986,0.88389,0.33203,0.90916,0.9979,0.99585,0.99479,0.70056,1.09695,0.3974,0.83886,0.006469,0.006469,0.006469
109,308796,0.88292,0.33292,0.90673,0.9979,0.99585,0.99479,0.70055,1.09693,0.39733,0.83885,0.006436,0.006436,0.006436
110,311620,0.88426,0.33421,0.90985,0.99795,0.9958,0.99479,0.70061,1.09689,0.39726,0.83884,0.006403,0.006403,0.006403
111,314432,0.88374,0.33247,0.90943,0.99799,0.99569,0.99479,0.70059,1.09688,0.3972,0.83883,0.00637,0.00637,0.00637
112,317297,0.88133,0.33242,0.90844,0.99804,0.99564,0.99479,0.70069,1.09686,0.39714,0.83883,0.006337,0.006337,0.006337
113,320122,0.88285,0.33476,0.90918,0.99809,0.99552,0.99479,0.70074,1.09687,0.39708,0.83882,0.006304,0.006304,0.006304
